ai_output_img_14_1.jpg.csv,0,1450.39,,,,-1450.39,-1450.39,-1450.39,-1450.39,,,,,,,,,,,,,,,,,,,ai_output_img_14_1.jpg.csv
ai_output_img_14_1.jpg.csv,1,1472.37,,1537.981269,1545.87282,-1472.37,65.61126925,73.50281983,73.50281983,1537.981269,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,2,1648.17,,,,-1648.17,-1648.17,-1648.17,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,3,1494.34,,,,-1494.34,-1494.34,-1494.34,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,4,1032.86,,,,-1032.86,-1032.86,-1032.86,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,5,1867.93,,,,-1867.93,-1867.93,-1867.93,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,6,966.93,,,,-966.93,-966.93,-966.93,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,7,1384.47,,,,1384.47,1384.47,1384.47,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,8,1274.59,1185.351978,,975.8372384,89.23802249,1274.59,298.7527616,,1185.351978,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,9,2065.71,1274.950335,1447.449923,1140.38787,790.7596651,618.2600772,925.3221302,,1447.449923,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,0,879.03,,,,879.03,879.03,879.03,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,1,1318.54,,,,1318.54,1318.54,1318.54,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,2,2043.73,1363.581839,1622.290911,1390.763506,680.1481611,421.4390888,652.9664938,,1622.290911,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,3,1780.03,1238.341236,1648.661825,1467.556182,541.6887645,131.368175,312.473818,,1648.661825,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,4,1626.2,,,,1626.2,1626.2,1626.2,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,5,1714.1,,,,1714.1,1714.1,1714.1,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,6,2241.52,,1619.926054,1586.442742,2241.52,621.5939456,655.0772577,,1619.926054,,,,,,,,,,,,,,,,,,
